url_path,views_total,views_unique
/weaveworks/weave-gitops,1093,658
/weaveworks/weave-gitops/tree/main/charts/gitops-server,608,111
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,441,88
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,246,103
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,245,35
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,137,57
/weaveworks/weave-gitops/issues,131,59
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,122,46
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,119,46
/weaveworks/weave-gitops/releases,114,74
