url_path,views_total,views_unique
/weaveworks/weave-gitops,1105,490
/weaveworks/weave-gitops/pulls,304,30
/weaveworks/weave-gitops/issues,236,64
/weaveworks/weave-gitops/tree/main/charts/gitops-server,144,53
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,122,70
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,79,38
/weaveworks/weave-gitops/releases,75,37
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,72,66
/weaveworks/weave-gitops/search,68,8
/weaveworks/weave-gitops/pull/3102,57,6
