url_path,views_total,views_unique
/weaveworks/weave-gitops,1329,765
/weaveworks/weave-gitops/tree/main/charts/gitops-server,420,82
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,296,130
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,192,59
/weaveworks/weave-gitops/issues,180,102
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,140,21
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,134,57
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,128,52
/weaveworks/weave-gitops/releases,96,72
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,89,37
