time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-14 00:00:00+00:00,990,333,146,53
2025-05-15 00:00:00+00:00,859,276,91,40
2025-05-16 00:00:00+00:00,2834,370,466,56
2025-05-17 00:00:00+00:00,471,68,57,21
2025-05-18 00:00:00+00:00,256,57,32,15
2025-05-19 00:00:00+00:00,503,255,122,46
2025-05-20 00:00:00+00:00,868,393,129,49
2025-05-21 00:00:00+00:00,614,245,129,50
2025-05-22 00:00:00+00:00,1088,302,139,58
2025-05-23 00:00:00+00:00,937,303,97,41
2025-05-24 00:00:00+00:00,324,141,48,20
2025-05-25 00:00:00+00:00,161,59,28,15
2025-05-26 00:00:00+00:00,641,268,102,44
2025-05-27 00:00:00+00:00,2762,356,382,42
