url_path,views_total,views_unique
/weaveworks/weave-gitops,1452,655
/weaveworks/weave-gitops/tree/main/charts/gitops-server,262,105
/weaveworks/weave-gitops/issues,221,55
/weaveworks/weave-gitops/pulls,212,31
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,197,128
/weaveworks/weave-gitops/search,183,25
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,164,78
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,132,111
/weaveworks/weave-gitops/releases,82,61
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,79,35
