url_path,views_total,views_unique
/weaveworks/weave-gitops,1298,789
/weaveworks/weave-gitops/tree/main/charts/gitops-server,375,78
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,226,102
/weaveworks/weave-gitops/issues,210,108
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,199,57
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,109,48
/weaveworks/weave-gitops/issues/4194,107,70
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,96,40
/weaveworks/weave-gitops/releases,84,56
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,68,23
