referrer,views_total,views_unique
Google,1012,278
github.com,352,90
fluxcd.io,291,137
cncf.io,34,25
codefresh.io,23,13
Bing,23,7
thenewstack.io,16,11
StartPage,16,2
jira.bedag.ch,14,3
DuckDuckGo,12,9
