time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-08 00:00:00+00:00,3706,124,1423,120
2023-09-09 00:00:00+00:00,3365,24,193,31
2023-09-10 00:00:00+00:00,3304,19,218,37
2023-09-11 00:00:00+00:00,3551,57,723,120
2023-09-12 00:00:00+00:00,3604,57,952,117
2023-09-13 00:00:00+00:00,4052,70,1193,125
2023-09-14 00:00:00+00:00,3559,34,1113,130
2023-09-15 00:00:00+00:00,3519,38,810,108
2023-09-16 00:00:00+00:00,3489,23,122,28
2023-09-17 00:00:00+00:00,3527,25,111,29
2023-09-18 00:00:00+00:00,3989,61,882,109
2023-09-19 00:00:00+00:00,4184,63,1077,102
2023-09-20 00:00:00+00:00,3853,57,835,125
2023-09-21 00:00:00+00:00,3483,66,830,100
