time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-02 00:00:00+00:00,4086,103,269,39
2023-04-03 00:00:00+00:00,4479,135,648,94
2023-04-04 00:00:00+00:00,4212,117,582,90
2023-04-05 00:00:00+00:00,4214,118,495,99
2023-04-06 00:00:00+00:00,3055,120,468,100
2023-04-07 00:00:00+00:00,2740,115,211,73
2023-04-08 00:00:00+00:00,2637,92,82,28
2023-04-09 00:00:00+00:00,2679,90,179,31
2023-04-10 00:00:00+00:00,2725,110,352,81
2023-04-11 00:00:00+00:00,3261,130,599,107
2023-04-12 00:00:00+00:00,4903,136,1005,135
2023-04-13 00:00:00+00:00,5071,129,887,124
2023-04-14 00:00:00+00:00,4219,105,323,92
2023-04-15 00:00:00+00:00,3268,94,209,30
