referrer,views_total,views_unique
Google,1225,289
github.com,419,99
fluxcd.io,243,136
Bing,33,10
statics.teams.cdn.office.net,13,8
jira.bedag.ch,13,3
StartPage,13,1
com.google.android.gm,12,4
DuckDuckGo,10,6
search.brave.com,10,2
