referrer,views_total,views_unique
Google,990,232
fluxcd.io,366,115
github.com,273,90
statics.teams.cdn.office.net,97,9
Bing,33,11
thenewstack.io,22,12
t.co,19,13
DuckDuckGo,14,8
codefresh.io,12,10
wiki.bierochs.org,11,1
