url_path,views_total,views_unique
/weaveworks/weave-gitops,709,446
/weaveworks/weave-gitops/tree/main/charts/gitops-server,189,44
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,165,72
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,110,30
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,102,42
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,92,39
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,68,20
/weaveworks/weave-gitops/issues,52,30
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,43,17
/weaveworks/weave-gitops/blob/main/doc/img/06-runtime.png,38,17
