time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-18 00:00:00+00:00,1317,165,91,36
2025-04-19 00:00:00+00:00,994,58,29,14
2025-04-20 00:00:00+00:00,994,49,31,14
2025-04-21 00:00:00+00:00,1178,142,54,29
2025-04-22 00:00:00+00:00,1480,268,141,54
2025-04-23 00:00:00+00:00,1360,251,140,50
2025-04-24 00:00:00+00:00,1734,322,184,64
2025-04-25 00:00:00+00:00,1205,173,122,49
2025-04-26 00:00:00+00:00,890,59,38,18
2025-04-27 00:00:00+00:00,703,49,95,18
2025-04-28 00:00:00+00:00,1162,256,67,36
2025-04-29 00:00:00+00:00,1745,291,162,59
2025-04-30 00:00:00+00:00,1739,308,288,60
2025-05-01 00:00:00+00:00,818,125,67,33
