url_path,views_total,views_unique
/weaveworks/weave-gitops,1006,517
/weaveworks/weave-gitops/pulls,188,22
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,164,106
/weaveworks/weave-gitops/tree/main/charts/gitops-server,154,57
/weaveworks/weave-gitops/issues,132,44
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,100,97
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,95,40
/weaveworks/weave-gitops/search,95,18
/weaveworks/weave-gitops/pull/2807,69,8
/weaveworks/weave-gitops/pull/2844,63,12
