url_path,views_total,views_unique
/weaveworks/weave-gitops,673,406
/weaveworks/weave-gitops/tree/main/charts/gitops-server,191,43
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,143,61
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,119,28
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,98,35
/weaveworks/weave-gitops/issues,75,43
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,75,26
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,64,21
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,36,11
/weaveworks/weave-gitops/releases,34,28
