time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-27 00:00:00+00:00,3620,65,489,94
2023-11-28 00:00:00+00:00,3529,72,653,84
2023-11-29 00:00:00+00:00,3611,71,529,87
2023-11-30 00:00:00+00:00,3593,60,374,94
2023-12-01 00:00:00+00:00,3716,68,382,90
2023-12-02 00:00:00+00:00,3452,34,115,33
2023-12-03 00:00:00+00:00,3329,39,107,25
2023-12-04 00:00:00+00:00,3612,75,796,90
2023-12-05 00:00:00+00:00,3467,62,438,82
2023-12-06 00:00:00+00:00,3923,76,555,89
2023-12-07 00:00:00+00:00,3924,59,442,92
2023-12-08 00:00:00+00:00,3460,45,410,68
2023-12-09 00:00:00+00:00,3300,24,102,30
2023-12-10 00:00:00+00:00,3054,22,181,36
