time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-10 00:00:00+00:00,1366,81,596,52
2022-02-11 00:00:00+00:00,308,73,602,49
2022-02-12 00:00:00+00:00,162,62,49,13
2022-02-13 00:00:00+00:00,166,63,42,18
2022-02-14 00:00:00+00:00,400,78,492,52
2022-02-15 00:00:00+00:00,309,59,504,55
2022-02-16 00:00:00+00:00,463,86,815,65
2022-02-17 00:00:00+00:00,320,69,601,62
2022-02-18 00:00:00+00:00,411,75,616,55
2022-02-19 00:00:00+00:00,112,59,21,13
2022-02-20 00:00:00+00:00,37,18,66,21
2022-02-21 00:00:00+00:00,251,9,477,40
2022-02-22 00:00:00+00:00,416,46,648,59
2022-02-23 00:00:00+00:00,749,55,941,64
