url_path,views_total,views_unique
/weaveworks/weave-gitops,1108,601
/weaveworks/weave-gitops/tree/main/charts/gitops-server,425,79
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,242,96
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,236,55
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,150,63
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,137,55
/weaveworks/weave-gitops/issues,126,76
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,109,34
/weaveworks/weave-gitops/releases,97,63
/weaveworks/weave-gitops/tree/main/doc,75,26
