url_path,views_total,views_unique
/weaveworks/weave-gitops,1176,640
/weaveworks/weave-gitops/tree/main/charts/gitops-server,520,94
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,322,73
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,283,105
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,218,93
/weaveworks/weave-gitops/issues,198,58
/weaveworks/weave-gitops/pulls,198,24
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,188,40
/weaveworks/weave-gitops/releases,94,65
/weaveworks/weave-gitops/blob/main/doc/img/03-rbac.jpg,90,34
