time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-29 00:00:00+00:00,146,96,51,21
2026-03-30 00:00:00+00:00,346,137,59,22
2026-03-31 00:00:00+00:00,251,143,59,19
2026-04-01 00:00:00+00:00,442,107,77,21
2026-04-02 00:00:00+00:00,995,138,47,28
2026-04-03 00:00:00+00:00,876,172,114,28
2026-04-04 00:00:00+00:00,283,56,30,14
2026-04-05 00:00:00+00:00,108,60,24,16
2026-04-06 00:00:00+00:00,135,75,81,23
2026-04-07 00:00:00+00:00,231,123,68,28
2026-04-08 00:00:00+00:00,244,115,55,31
2026-04-09 00:00:00+00:00,196,107,76,29
2026-04-10 00:00:00+00:00,210,109,76,31
2026-04-11 00:00:00+00:00,163,78,18,13
