referrer,views_total,views_unique
Google,1083,296
fluxcd.io,324,147
github.com,293,97
cncf.io,29,21
Bing,27,8
thenewstack.io,20,16
codefresh.io,14,13
statics.teams.cdn.office.net,13,6
DuckDuckGo,11,8
jira.dkcorpit.com,10,3
