referrer,views_total,views_unique
Google,777,172
github.com,342,119
fluxcd.io,82,44
rajputvaibhav.medium.com,52,22
thenewstack.io,25,18
DuckDuckGo,23,5
Bing,22,6
codefresh.io,13,12
com.google.android.gm,12,1
statics.teams.cdn.office.net,9,5
