referrer,views_total,views_unique
github.com,368,67
Google,79,37
app.zenhub.com,34,8
fluxcd.io,19,14
infoworld.com,14,14
weave.works,11,5
infoq.cn,8,7
link.zhihu.com,8,7
itworld.co.kr,3,3
link.juejin.cn,3,2
