url_path,views_total,views_unique
/weaveworks/weave-gitops,876,419
/weaveworks/weave-gitops/issues,171,47
/weaveworks/weave-gitops/tree/main/charts/gitops-server,146,67
/weaveworks/weave-gitops/pulls,129,22
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,111,80
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,84,50
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,76,69
/weaveworks/weave-gitops/search,71,14
/weaveworks/weave-gitops/releases,67,40
/weaveworks/weave-gitops/pull/2745,63,14
