referrer,views_total,views_unique
github.com,221,56
weave.works,46,36
Google,45,30
fluxcd.io,22,21
app.zenhub.com,8,3
search-dra.dt.dbankcloud.com,1,1
com.google.android.gm,1,1
admin.github.com,1,1
