url_path,views_total,views_unique
/weaveworks/weave-gitops,949,452
/weaveworks/weave-gitops/pulls,578,26
/weaveworks/weave-gitops/issues,113,58
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,98,43
/weaveworks/weave-gitops/tree/main/charts/gitops-server,87,39
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,86,76
/weaveworks/weave-gitops/commits/main,74,19
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,56,45
/weaveworks/weave-gitops/releases,53,37
/weaveworks/weave-gitops/pull/4540,51,5
