url_path,views_total,views_unique
/weaveworks/weave-gitops,968,583
/weaveworks/weave-gitops/tree/main/charts/gitops-server,454,78
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,295,57
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,216,89
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,201,26
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,109,45
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,108,43
/weaveworks/weave-gitops/releases,88,63
/weaveworks/weave-gitops/issues,88,42
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,73,30
