url_path,views_total,views_unique
/weaveworks/weave-gitops,1193,567
/weaveworks/weave-gitops/pulls,310,37
/weaveworks/weave-gitops/tree/main/charts/gitops-server,173,72
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,169,117
/weaveworks/weave-gitops/issues,137,43
/weaveworks/weave-gitops/search,103,25
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,100,87
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,90,51
/weaveworks/weave-gitops/pull/2782,67,10
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,65,29
