url_path,views_total,views_unique
/weaveworks/weave-gitops,646,408
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,78,70
/weaveworks/weave-gitops/issues,67,47
/weaveworks/weave-gitops/tree/main/charts/gitops-server,58,29
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,41,25
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,40,39
/weaveworks/weave-gitops/tree/main,37,22
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,35,31
/weaveworks/weave-gitops/releases,33,25
/weaveworks/weave-gitops/tree/main/doc,24,21
