url_path,views_total,views_unique
/weaveworks/weave-gitops,334,211
/weaveworks/weave-gitops/releases,57,37
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,38,36
/weaveworks/weave-gitops/tree/main/charts/gitops-server,36,16
/weaveworks/weave-gitops/issues,21,17
/weaveworks/weave-gitops/pulls,20,9
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,19,11
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,13,6
/weaveworks/weave-gitops/pull/5345,13,1
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,12,11
