url_path,views_total,views_unique
/weaveworks/weave-gitops,1096,520
/weaveworks/weave-gitops/pulls,248,39
/weaveworks/weave-gitops/tree/main/charts/gitops-server,184,60
/weaveworks/weave-gitops/issues,160,39
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,139,91
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,109,90
/weaveworks/weave-gitops/search,96,20
/weaveworks/weave-gitops/pull/2782,83,11
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,73,40
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,63,30
