time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-08 00:00:00+00:00,406,9,26,18
2024-09-09 00:00:00+00:00,487,30,342,69
2024-09-10 00:00:00+00:00,438,18,264,53
2024-09-11 00:00:00+00:00,455,23,240,56
2024-09-12 00:00:00+00:00,459,30,233,56
2024-09-13 00:00:00+00:00,437,24,143,42
2024-09-14 00:00:00+00:00,441,11,38,14
2024-09-15 00:00:00+00:00,423,15,59,19
2024-09-16 00:00:00+00:00,462,30,248,50
2024-09-17 00:00:00+00:00,449,22,415,62
2024-09-18 00:00:00+00:00,446,22,197,42
2024-09-19 00:00:00+00:00,439,25,272,57
2024-09-20 00:00:00+00:00,415,25,153,43
2024-09-21 00:00:00+00:00,378,16,62,22
