url_path,views_total,views_unique
/weaveworks/weave-gitops,573,391
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,67,63
/weaveworks/weave-gitops/releases,61,36
/weaveworks/weave-gitops/pulls,53,8
/weaveworks/weave-gitops/tree/main/charts/gitops-server,43,23
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,41,21
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,36,33
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,34,32
/weaveworks/weave-gitops/issues,31,16
/weaveworks/weave-gitops/commits/main,31,11
