url_path,views_total,views_unique
/weaveworks/weave-gitops,952,374
/weaveworks/weave-gitops/pulls,373,31
/weaveworks/weave-gitops/pull/2637,147,15
/weaveworks/weave-gitops/issues,121,35
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,113,81
/weaveworks/weave-gitops/tree/main/charts/gitops-server,102,46
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,79,38
/weaveworks/weave-gitops/search,77,18
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,73,70
/weaveworks/weave-gitops/pull/2649,65,15
