time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-04 00:00:00+00:00,3445,440,542,65
2025-03-05 00:00:00+00:00,1911,296,174,62
2025-03-06 00:00:00+00:00,1796,271,226,64
2025-03-07 00:00:00+00:00,1243,191,140,57
2025-03-08 00:00:00+00:00,990,62,59,26
2025-03-09 00:00:00+00:00,989,58,37,19
2025-03-10 00:00:00+00:00,2015,255,196,67
2025-03-11 00:00:00+00:00,1211,155,134,55
2025-03-12 00:00:00+00:00,1318,182,181,50
2025-03-13 00:00:00+00:00,1220,170,124,46
2025-03-14 00:00:00+00:00,1186,147,141,54
2025-03-15 00:00:00+00:00,1051,71,178,20
2025-03-16 00:00:00+00:00,1937,128,349,28
2025-03-17 00:00:00+00:00,1905,308,275,63
