url_path,views_total,views_unique
/weaveworks/weave-gitops,1993,1301
/weaveworks/weave-gitops/tree/main/charts/gitops-server,465,98
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,355,159
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,331,80
/weaveworks/weave-gitops/issues,252,140
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,192,82
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,175,67
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,104,32
/weaveworks/weave-gitops/releases,97,71
/weaveworks/weave-gitops/blob/main/doc/img/05-sources.png,96,39
