url_path,views_total,views_unique
/weaveworks/weave-gitops,1325,661
/weaveworks/weave-gitops/tree/main/charts/gitops-server,802,146
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,468,123
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,245,105
/weaveworks/weave-gitops/issues,207,66
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,202,42
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,198,56
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,154,67
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,128,58
/weaveworks/weave-gitops/pulls,111,20
