url_path,views_total,views_unique
/weaveworks/weave-gitops,547,386
/weaveworks/weave-gitops/pulls,61,10
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,60,57
/weaveworks/weave-gitops/releases,60,35
/weaveworks/weave-gitops/tree/main/charts/gitops-server,55,31
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,51,25
/weaveworks/weave-gitops/commits/main,31,15
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,29,27
/weaveworks/weave-gitops/tree/main,29,8
/weaveworks/weave-gitops/issues,28,16
