url_path,views_total,views_unique
/weaveworks/weave-gitops,1228,603
/weaveworks/weave-gitops/tree/main/charts/gitops-server,207,84
/weaveworks/weave-gitops/issues,193,43
/weaveworks/weave-gitops/pulls,184,25
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,139,58
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,120,81
/weaveworks/weave-gitops/releases,97,56
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,96,82
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,91,32
/weaveworks/weave-gitops/pull/3258,71,8
