time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-26 00:00:00+00:00,559,31,299,70
2024-06-27 00:00:00+00:00,539,32,241,76
2024-06-28 00:00:00+00:00,579,29,222,59
2024-06-29 00:00:00+00:00,556,13,49,13
2024-06-30 00:00:00+00:00,551,10,37,17
2024-07-01 00:00:00+00:00,619,24,249,50
2024-07-02 00:00:00+00:00,613,35,467,70
2024-07-03 00:00:00+00:00,600,30,363,70
2024-07-04 00:00:00+00:00,540,25,368,56
2024-07-05 00:00:00+00:00,488,35,152,53
2024-07-06 00:00:00+00:00,546,16,87,28
2024-07-07 00:00:00+00:00,535,13,44,23
2024-07-08 00:00:00+00:00,564,31,200,61
2024-07-09 00:00:00+00:00,527,42,223,57
