time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-25 00:00:00+00:00,4631,144,608,92
2023-08-26 00:00:00+00:00,4910,102,264,34
2023-08-27 00:00:00+00:00,5568,101,119,35
2023-08-28 00:00:00+00:00,4815,152,316,82
2023-08-29 00:00:00+00:00,4548,158,825,97
2023-08-30 00:00:00+00:00,4563,173,1079,113
2023-08-31 00:00:00+00:00,4313,145,677,119
2023-09-01 00:00:00+00:00,4788,146,854,84
2023-09-02 00:00:00+00:00,4021,95,143,27
2023-09-03 00:00:00+00:00,4041,99,252,38
2023-09-04 00:00:00+00:00,4213,143,769,114
2023-09-05 00:00:00+00:00,4391,179,1032,115
2023-09-06 00:00:00+00:00,4332,175,1046,128
2023-09-07 00:00:00+00:00,3494,120,854,124
