referrer,views_total,views_unique
Google,499,190
fluxcd.io,126,56
github.com,86,45
chatgpt.com,28,11
DuckDuckGo,22,8
Bing,13,8
yandex.ru,12,3
search.brave.com,11,5
kane.mx,9,1
thenewstack.io,6,3
