referrer,views_total,views_unique
Google,223,83
github.com,123,61
fluxcd.io,92,30
Bing,43,7
ya.ru,10,2
DuckDuckGo,9,4
yandex.ru,7,1
search.brave.com,6,4
sec-excel.officeapps.live.com,5,1
chatgpt.com,4,3
