time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-02 00:00:00+00:00,763,327,180,60
2025-06-03 00:00:00+00:00,448,176,129,48
2025-06-04 00:00:00+00:00,610,248,164,51
2025-06-05 00:00:00+00:00,1225,249,118,30
2025-06-06 00:00:00+00:00,1070,286,96,41
2025-06-07 00:00:00+00:00,719,127,63,11
2025-06-08 00:00:00+00:00,362,71,94,12
2025-06-09 00:00:00+00:00,530,152,125,38
2025-06-10 00:00:00+00:00,895,248,100,39
2025-06-11 00:00:00+00:00,676,229,112,48
2025-06-12 00:00:00+00:00,1718,279,234,47
2025-06-13 00:00:00+00:00,838,196,102,37
2025-06-14 00:00:00+00:00,315,59,11,9
2025-06-15 00:00:00+00:00,154,51,19,11
