time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-11 00:00:00+00:00,4091,84,735,100
2024-01-12 00:00:00+00:00,3604,68,414,85
2024-01-13 00:00:00+00:00,3407,26,171,27
2024-01-14 00:00:00+00:00,3444,36,206,37
2024-01-15 00:00:00+00:00,3549,66,485,86
2024-01-16 00:00:00+00:00,3531,68,519,95
2024-01-17 00:00:00+00:00,3513,88,533,101
2024-01-18 00:00:00+00:00,3471,71,649,96
2024-01-19 00:00:00+00:00,3537,70,482,84
2024-01-20 00:00:00+00:00,3698,38,126,22
2024-01-21 00:00:00+00:00,3372,45,200,34
2024-01-22 00:00:00+00:00,3343,69,487,74
2024-01-23 00:00:00+00:00,3721,64,433,83
2024-01-24 00:00:00+00:00,3846,59,442,95
