time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-14 00:00:00+00:00,107,29,63,11
2021-08-15 00:00:00+00:00,70,29,19,10
2021-08-16 00:00:00+00:00,251,47,363,27
2021-08-17 00:00:00+00:00,253,30,259,26
2021-08-18 00:00:00+00:00,258,41,273,27
2021-08-19 00:00:00+00:00,206,42,312,33
2021-08-20 00:00:00+00:00,346,34,314,22
2021-08-21 00:00:00+00:00,148,30,49,10
2021-08-22 00:00:00+00:00,95,26,30,14
2021-08-23 00:00:00+00:00,624,78,983,34
2021-08-24 00:00:00+00:00,371,69,324,37
2021-08-25 00:00:00+00:00,378,74,367,35
2021-08-26 00:00:00+00:00,560,69,562,37
2021-08-27 00:00:00+00:00,289,51,227,23
