referrer,views_total,views_unique
Google,594,144
github.com,488,105
mail.google.com,55,4
fluxcd.io,42,32
thenewstack.io,26,22
com.google.android.gm,25,4
rajputvaibhav.medium.com,14,14
DuckDuckGo,7,6
weave.works,7,3
gist.github.com,7,2
