url_path,views_total,views_unique
/weaveworks/weave-gitops,167,144
/weaveworks/weave-gitops/issues,18,12
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,16,16
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,15,15
/weaveworks/weave-gitops/releases,15,11
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,9,9
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,8,5
/weaveworks/weave-gitops/pulls,8,5
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,6,6
/weaveworks/weave-gitops/blob/main/charts/gitops-server/README.md,6,1
