time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-19 00:00:00+00:00,293,23,224,39
2024-11-20 00:00:00+00:00,300,33,145,58
2024-11-21 00:00:00+00:00,376,34,208,62
2024-11-22 00:00:00+00:00,299,36,184,52
2024-11-23 00:00:00+00:00,275,16,126,25
2024-11-24 00:00:00+00:00,227,12,96,21
2024-11-25 00:00:00+00:00,362,36,161,61
2024-11-26 00:00:00+00:00,308,34,149,41
2024-11-27 00:00:00+00:00,299,27,176,54
2024-11-28 00:00:00+00:00,303,39,93,42
2024-11-29 00:00:00+00:00,261,25,144,43
2024-11-30 00:00:00+00:00,262,11,32,13
2024-12-01 00:00:00+00:00,221,9,47,8
2024-12-02 00:00:00+00:00,286,24,179,47
