url_path,views_total,views_unique
/weaveworks/weave-gitops,833,482
/weaveworks/weave-gitops/pulls,201,22
/weaveworks/weave-gitops/issues,115,45
/weaveworks/weave-gitops/releases/tag/0.39.0-rc.1,110,94
/weaveworks/weave-gitops/releases,98,53
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,94,42
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,88,80
/weaveworks/weave-gitops/tree/main/charts/gitops-server,81,47
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,52,49
/weaveworks/weave-gitops/commits/main,42,20
