referrer,views_total,views_unique
Google,1007,288
github.com,348,92
fluxcd.io,289,138
cncf.io,35,26
codefresh.io,22,12
Bing,19,6
StartPage,16,2
thenewstack.io,14,9
jira.bedag.ch,14,3
com.google.android.gm,12,3
