url_path,views_total,views_unique
/weaveworks/weave-gitops,374,230
/weaveworks/weave-gitops/releases,41,29
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,37,33
/weaveworks/weave-gitops/pulls,34,7
/weaveworks/weave-gitops/tree/main/charts/gitops-server,29,14
/weaveworks/weave-gitops/issues,26,14
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,26,13
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,20,17
/weaveworks/weave-gitops/releases/tag/v0.39.1-rc.1,17,12
/weaveworks/weave-gitops/releases/tag/v0.38.0,17,9
