referrer,views_total,views_unique
Google,109,54
github.com,73,36
fluxcd.io,27,16
Baidu,6,1
Bing,5,2
search.brave.com,4,1
chatgpt.com,3,2
DuckDuckGo,2,1
perplexity.ai,2,1
docs.aws.amazon.com,1,1
