url_path,views_total,views_unique
/weaveworks/weave-gitops,1376,581
/weaveworks/weave-gitops/tree/main/charts/gitops-server,456,111
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,283,80
/weaveworks/weave-gitops/pulls,270,24
/weaveworks/weave-gitops/issues,261,45
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,205,50
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,188,89
/weaveworks/weave-gitops/pull/3714,180,13
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,157,85
/weaveworks/weave-gitops/pull/3712,87,9
