url_path,views_total,views_unique
/weaveworks/weave-gitops,696,433
/weaveworks/weave-gitops/tree/main/charts/gitops-server,202,44
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,154,64
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,106,29
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,91,37
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,79,33
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,63,18
/weaveworks/weave-gitops/issues,57,34
/weaveworks/weave-gitops/tree/main,47,24
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,42,17
