url_path,views_total,views_unique
/weaveworks/weave-gitops,683,438
/weaveworks/weave-gitops/tree/main/charts/gitops-server,220,49
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,155,65
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,109,46
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,109,25
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,101,40
/weaveworks/weave-gitops/issues,79,54
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,62,15
/weaveworks/weave-gitops/blob/main/doc/img/06-runtime.png,56,25
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,52,22
