time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-09 00:00:00+00:00,1971,118,790,128
2023-03-10 00:00:00+00:00,1902,106,631,113
2023-03-11 00:00:00+00:00,1770,86,108,21
2023-03-12 00:00:00+00:00,1743,86,67,27
2023-03-13 00:00:00+00:00,2053,111,719,109
2023-03-14 00:00:00+00:00,2928,114,600,111
2023-03-15 00:00:00+00:00,2930,117,753,116
2023-03-16 00:00:00+00:00,2852,132,1084,122
2023-03-17 00:00:00+00:00,3068,115,611,88
2023-03-18 00:00:00+00:00,2737,99,182,39
2023-03-19 00:00:00+00:00,2779,93,120,67
2023-03-20 00:00:00+00:00,3087,139,690,130
2023-03-21 00:00:00+00:00,3154,124,895,116
2023-03-22 00:00:00+00:00,2734,113,522,88
