time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-12 00:00:00+00:00,32.0,3.0,8,8
2021-09-13 00:00:00+00:00,482.0,20.0,511,31
2021-09-14 00:00:00+00:00,464.0,77.0,478,38
2021-09-15 00:00:00+00:00,419.0,78.0,236,30
2021-09-16 00:00:00+00:00,,,548,43
2021-09-17 00:00:00+00:00,,,330,25
2021-09-18 00:00:00+00:00,,,24,9
2021-09-19 00:00:00+00:00,,,27,8
2021-09-20 00:00:00+00:00,,,321,37
2021-09-21 00:00:00+00:00,,,447,27
2021-09-22 00:00:00+00:00,,,404,27
2021-09-23 00:00:00+00:00,,,581,30
2021-09-24 00:00:00+00:00,,,251,32
2021-09-25 00:00:00+00:00,,,44,8
