url_path,views_total,views_unique
/weaveworks/weave-gitops,1007,485
/weaveworks/weave-gitops/pulls,168,23
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,161,107
/weaveworks/weave-gitops/tree/main/charts/gitops-server,156,53
/weaveworks/weave-gitops/issues,141,41
/weaveworks/weave-gitops/search,132,18
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,101,39
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,94,88
/weaveworks/weave-gitops/pull/2807,69,8
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,60,24
