url_path,views_total,views_unique
/weaveworks/weave-gitops,1254,640
/weaveworks/weave-gitops/tree/main/charts/gitops-server,562,105
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,365,88
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,226,92
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,197,36
/weaveworks/weave-gitops/issues,188,56
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,167,79
/weaveworks/weave-gitops/pulls,161,22
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,156,45
/weaveworks/weave-gitops/releases,141,87
