url_path,views_total,views_unique
/weaveworks/weave-gitops,949,589
/weaveworks/weave-gitops/tree/main/charts/gitops-server,410,85
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,340,79
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,228,100
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,169,74
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,132,58
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,131,30
/weaveworks/weave-gitops/pulls,92,16
/weaveworks/weave-gitops/issues,91,42
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,88,23
