time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-06 00:00:00+00:00,156,65,31,14
2022-02-07 00:00:00+00:00,519,84,671,53
2022-02-08 00:00:00+00:00,713,95,1259,70
2022-02-09 00:00:00+00:00,1257,86,1062,58
2022-02-10 00:00:00+00:00,1366,81,596,52
2022-02-11 00:00:00+00:00,308,73,602,49
2022-02-12 00:00:00+00:00,162,62,49,13
2022-02-13 00:00:00+00:00,166,63,42,18
2022-02-14 00:00:00+00:00,400,78,492,52
2022-02-15 00:00:00+00:00,309,59,504,55
2022-02-16 00:00:00+00:00,463,86,815,65
2022-02-17 00:00:00+00:00,320,69,601,62
2022-02-18 00:00:00+00:00,411,75,616,55
2022-02-19 00:00:00+00:00,105,55,21,13
