url_path,views_total,views_unique
/weaveworks/weave-gitops,1337,680
/weaveworks/weave-gitops/tree/main/charts/gitops-server,658,128
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,458,115
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,239,107
/weaveworks/weave-gitops/issues,218,58
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,173,42
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,161,48
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,152,68
/weaveworks/weave-gitops/pulls,141,17
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,131,62
