referrer,views_total,views_unique
Google,584,177
github.com,557,116
fluxcd.io,77,53
DuckDuckGo,29,8
thenewstack.io,28,23
rajputvaibhav.medium.com,16,15
youtube.com,14,13
codefresh.io,10,9
com.google.android.gm,9,2
m.youtube.com,6,4
